Product_ID,Product_Category,Store_Location,Store_Type,Supplier_Region,Season,Current_Stock_Units,Average_Weekly_Sales,Lead_Time_Days,Unit_Cost,Selling_Price,Discount_Rate,Customer_Rating,Return_Rate,Website_Views,Previous_Stockout,Competitor_Price_Index,Reorder_Needed,Cluster,Segment_Name
P0175,Kitchenware,Online,Online,National,Spring,114,36,7,75.63,109.45,0.17,4.2,0.02,842,Yes,1.09,No,2,Premium Low-Stock Products
P0176,Office Supplies,Downtown,Standard,Local,Summer,49,8,2,55.52,119.14,0.22,4.6,0.14,163,No,1.1,No,2,Premium Low-Stock Products
P0177,Electronics Accessories,Online,Online,National,Holiday,121,40,5,8.15,15.92,0.1,4.5,0.02,1092,Yes,0.84,No,1,Low-Cost Moderate Demand Products
P0178,Home Goods,Mall,Outlet,National,Holiday,114,71,6,41.8,82.24,0.08,4.1,0.08,2005,Yes,1.07,No,0,High Demand / High Stock Products
P0179,Kitchenware,Campus,Standard,Local,Summer,0,16,4,51.1,88.88,0.25,4.6,0.12,691,No,0.94,Yes,2,Premium Low-Stock Products
P0180,Apparel,Downtown,Standard,National,Spring,1,49,6,74.7,123.55,0.19,3.8,0.12,1537,No,1.15,Yes,2,Premium Low-Stock Products
P0181,Fitness,Campus,Flagship,National,Winter,126,54,9,67.75,118.59,0.2,4.3,0.13,832,No,1.17,No,2,Premium Low-Stock Products
P0182,Office Supplies,Online,Online,Local,Holiday,48,52,6,14.14,23.67,0.26,3.9,0.06,1935,No,1.19,Yes,1,Low-Cost Moderate Demand Products
P0183,Home Goods,Suburban,Standard,International,Back-to-School,35,54,15,56.77,90.01,0.08,3.4,0.09,1348,No,0.93,Yes,0,High Demand / High Stock Products
P0184,Apparel,Downtown,Standard,Local,Back-to-School,0,52,4,23.04,52.43,0.0,4.3,0.12,962,No,1.17,Yes,1,Low-Cost Moderate Demand Products
P0185,Beauty,Suburban,Standard,National,Summer,57,31,3,33.45,84.47,0.34,3.9,0.08,982,No,1.15,No,2,Premium Low-Stock Products
P0186,Kitchenware,Mall,Standard,National,Holiday,99,41,7,55.88,82.08,0.1,4.3,0.05,1013,No,1.05,No,2,Premium Low-Stock Products
P0187,Apparel,Downtown,Standard,Local,Holiday,62,67,2,41.28,76.71,0.16,3.9,0.15,1024,Yes,1.03,No,0,High Demand / High Stock Products
P0188,Electronics Accessories,Suburban,Standard,National,Winter,124,44,12,78.57,105.22,0.25,4.0,0.13,1314,No,1.09,Yes,2,Premium Low-Stock Products
P0189,Electronics Accessories,Mall,Standard,International,Holiday,156,49,18,37.86,51.6,0.0,2.9,0.07,1649,Yes,0.85,No,0,High Demand / High Stock Products
P0190,Electronics Accessories,Downtown,Standard,National,Holiday,56,49,8,75.42,159.23,0.1,3.4,0.07,1636,Yes,1.04,Yes,2,Premium Low-Stock Products
P0191,Electronics Accessories,Mall,Standard,Local,Back-to-School,18,39,3,50.99,108.42,0.23,4.9,0.12,1189,Yes,1.13,Yes,2,Premium Low-Stock Products
P0192,Beauty,Mall,Flagship,National,Holiday,51,76,2,14.95,29.94,0.32,3.7,0.07,1843,No,1.04,No,1,Low-Cost Moderate Demand Products
P0193,Beauty,Campus,Standard,National,Holiday,61,51,9,53.09,94.74,0.0,4.2,0.06,1903,Yes,1.19,Yes,0,High Demand / High Stock Products
P0194,Home Goods,Downtown,Flagship,National,Winter,34,40,7,53.82,75.49,0.24,4.2,0.06,1177,No,1.05,Yes,2,Premium Low-Stock Products
P0195,Electronics Accessories,Downtown,Standard,Local,Back-to-School,54,37,5,14.21,29.68,0.31,3.8,0.11,400,No,1.16,No,1,Low-Cost Moderate Demand Products
P0196,Pet Supplies,Downtown,Flagship,,Winter,141,54,6,34.79,65.43,0.32,4.1,0.01,1437,No,0.97,No,1,Low-Cost Moderate Demand Products
P0197,Home Goods,Mall,Standard,National,Winter,22,26,4,65.3,124.9,0.1,3.7,0.09,1159,No,1.01,No,2,Premium Low-Stock Products
P0198,Apparel,Suburban,Flagship,Local,Holiday,32,72,2,38.55,52.61,0.34,4.4,0.11,2027,No,0.93,Yes,0,High Demand / High Stock Products
P0199,Electronics Accessories,Online,Online,International,Winter,164,33,19,43.24,69.81,0.31,3.4,0.09,722,No,1.08,No,2,Premium Low-Stock Products
P0200,Kitchenware,Downtown,Standard,International,Back-to-School,122,54,13,20.01,28.99,,4.1,0.13,1637,Yes,0.84,No,0,High Demand / High Stock Products
P0201,Home Goods,Campus,Standard,National,Spring,6,25,4,25.54,35.56,0.18,4.2,0.06,833,No,0.89,Yes,1,Low-Cost Moderate Demand Products
P0202,Electronics Accessories,Mall,Standard,Local,Fall,40,31,5,69.33,123.06,0.0,4.2,0.12,740,No,1.13,No,2,Premium Low-Stock Products
P0203,Apparel,Mall,Outlet,International,Back-to-School,36,58,13,32.15,43.81,0.0,4.3,0.05,1601,No,1.1,Yes,1,Low-Cost Moderate Demand Products
P0204,Home Goods,Online,Online,Local,Holiday,91,65,2,57.9,126.44,0.0,4.2,0.14,1535,No,0.96,No,0,High Demand / High Stock Products
P0205,Pet Supplies,Suburban,Standard,Local,Back-to-School,17,43,2,63.57,111.24,0.16,4.0,0.11,1245,No,1.08,No,2,Premium Low-Stock Products
P0206,Apparel,Downtown,Standard,Local,Winter,42,43,2,16.22,41.26,0.0,3.3,0.18,1272,No,0.91,No,1,Low-Cost Moderate Demand Products
P0207,Office Supplies,Mall,Standard,National,Winter,98,53,6,52.66,89.62,0.11,4.1,0.05,1313,Yes,0.89,Yes,2,Premium Low-Stock Products
P0208,Apparel,Campus,Standard,National,Fall,33,40,5,60.01,82.82,0.0,3.7,0.16,888,No,0.93,No,2,Premium Low-Stock Products
P0209,Fitness,Suburban,Standard,Local,Spring,0,18,9,65.02,164.18,0.31,,0.05,548,No,1.2,Yes,2,Premium Low-Stock Products
P0210,Apparel,Downtown,Flagship,National,Holiday,287,83,7,28.0,70.62,0.0,3.7,0.13,2280,Yes,1.15,No,0,High Demand / High Stock Products
P0211,Electronics Accessories,Campus,Standard,International,Back-to-School,270,58,14,19.17,40.11,0.0,4.1,0.11,1638,No,1.09,No,0,High Demand / High Stock Products
P0212,Beauty,Downtown,Standard,National,Winter,49,38,12,70.03,123.21,,3.9,0.07,892,No,1.14,Yes,2,Premium Low-Stock Products
P0213,Electronics Accessories,Online,Online,Local,Holiday,38,69,2,56.38,75.61,0.11,3.7,0.13,1908,No,1.07,No,0,High Demand / High Stock Products
P0214,Kitchenware,Suburban,Outlet,Local,Summer,47,43,5,21.37,29.97,0.0,4.4,0.04,1576,Yes,0.88,No,1,Low-Cost Moderate Demand Products
P0215,Office Supplies,Online,Online,National,Back-to-School,16,47,6,46.72,86.53,0.17,4.8,0.11,1134,No,0.96,Yes,2,Premium Low-Stock Products
P0216,Apparel,Downtown,Outlet,International,Summer,100,49,13,17.26,37.42,0.16,3.7,0.05,1231,No,0.93,Yes,1,Low-Cost Moderate Demand Products
P0217,Pet Supplies,Suburban,Standard,National,Holiday,135,56,8,21.34,33.73,0.0,3.8,0.05,1612,No,1.21,Yes,1,Low-Cost Moderate Demand Products
P0218,Kitchenware,Online,Online,International,Back-to-School,307,54,17,11.83,16.29,0.31,4.1,0.12,1089,No,0.92,No,0,High Demand / High Stock Products
P0219,Home Goods,Suburban,Standard,National,Spring,18,31,7,54.43,126.09,0.15,4.6,0.07,1172,No,0.89,Yes,2,Premium Low-Stock Products
P0220,Beauty,Mall,Standard,Local,Fall,52,34,2,37.58,61.14,0.13,3.8,0.15,811,No,1.01,No,1,Low-Cost Moderate Demand Products
P0221,Beauty,Downtown,Standard,Local,Summer,125,67,4,35.29,65.04,0.0,4.0,0.04,1342,No,1.13,No,0,High Demand / High Stock Products
P0222,Home Goods,Online,Online,International,Fall,118,26,16,26.01,50.57,0.0,3.8,0.06,377,Yes,1.03,No,1,Low-Cost Moderate Demand Products
P0223,Kitchenware,Online,Online,Local,Summer,32,32,4,27.68,60.94,0.35,4.1,0.05,1499,No,0.85,No,1,Low-Cost Moderate Demand Products
P0224,Pet Supplies,Online,Online,Local,Back-to-School,79,58,4,37.67,78.96,0.06,4.8,0.09,1209,No,1.09,No,1,Low-Cost Moderate Demand Products
P0225,Apparel,Campus,Standard,Local,Back-to-School,112,62,8,69.64,104.03,0.08,3.9,0.14,1250,No,0.84,No,0,High Demand / High Stock Products
P0226,Electronics Accessories,Downtown,Flagship,Local,Back-to-School,53,45,10,51.51,70.77,0.24,3.4,0.09,1435,No,1.14,Yes,2,Premium Low-Stock Products
P0227,Home Goods,Online,Online,National,Spring,29,51,6,37.25,58.12,0.0,4.2,0.11,1427,No,1.04,Yes,1,Low-Cost Moderate Demand Products
P0228,Home Goods,Suburban,Flagship,National,Fall,18,31,8,69.12,149.33,0.12,4.1,0.05,573,No,1.02,Yes,2,Premium Low-Stock Products
P0229,Fitness,Downtown,Standard,Local,Holiday,215,66,7,19.36,33.94,0.08,4.3,0.03,1965,No,1.06,No,0,High Demand / High Stock Products
P0230,Beauty,Campus,Flagship,International,Spring,142,49,11,35.61,58.05,0.26,3.6,0.08,1206,Yes,1.2,No,0,High Demand / High Stock Products
P0231,Beauty,Downtown,Standard,Local,Back-to-School,223,73,7,35.55,50.0,0.24,3.4,0.1,1628,No,0.96,No,0,High Demand / High Stock Products
P0232,Electronics Accessories,Suburban,Outlet,Local,Fall,62,70,4,59.17,112.73,0.0,3.5,0.09,1836,No,1.0,No,0,High Demand / High Stock Products
P0233,Fitness,Mall,Outlet,Local,Fall,48,33,8,5.65,12.67,0.0,3.5,0.06,908,No,0.88,No,1,Low-Cost Moderate Demand Products
P0234,Pet Supplies,Downtown,Standard,International,Back-to-School,233,64,15,17.14,38.56,0.26,3.2,0.12,1762,No,1.05,No,0,High Demand / High Stock Products
P0235,Electronics Accessories,Online,Online,National,Holiday,202,79,6,53.61,101.7,0.05,3.7,0.1,2321,Yes,0.91,No,0,High Demand / High Stock Products
P0236,Electronics Accessories,Mall,Standard,Local,Summer,18,54,3,10.27,19.07,0.06,4.1,0.12,1242,No,0.87,No,1,Low-Cost Moderate Demand Products
P0237,Home Goods,Mall,Standard,Local,Spring,87,36,2,74.23,103.55,0.25,3.8,0.11,412,No,1.07,No,2,Premium Low-Stock Products
P0238,Apparel,Online,Online,Local,Fall,56,52,4,12.54,17.18,0.33,3.1,0.17,1209,Yes,0.86,No,1,Low-Cost Moderate Demand Products
P0239,Beauty,Downtown,Standard,Local,Winter,66,52,2,57.11,76.84,0.22,4.3,0.09,1572,No,1.08,Yes,2,Premium Low-Stock Products
P0240,Pet Supplies,Online,Online,International,Spring,0,43,18,21.57,35.41,0.0,3.5,0.05,1370,No,1.02,No,1,Low-Cost Moderate Demand Products
P0241,Home Goods,Mall,Standard,National,Summer,66,34,9,51.52,77.75,0.34,4.2,0.03,1150,No,1.04,No,2,Premium Low-Stock Products
P0242,Fitness,Downtown,Standard,International,Back-to-School,139,50,14,22.27,32.11,0.34,3.8,0.06,1292,Yes,1.04,Yes,1,Low-Cost Moderate Demand Products
P0243,Kitchenware,Mall,Flagship,International,Holiday,0,68,20,73.7,116.52,0.22,4.3,0.1,2114,No,0.99,Yes,0,High Demand / High Stock Products
P0244,Pet Supplies,Campus,Standard,National,Spring,32,37,9,50.51,77.56,0.0,4.7,0.09,1477,No,1.01,Yes,2,Premium Low-Stock Products
P0245,Electronics Accessories,Online,Online,National,Spring,11,48,8,62.1,83.42,0.13,3.9,0.01,1571,No,1.17,Yes,2,Premium Low-Stock Products
P0246,Home Goods,Suburban,Flagship,National,Fall,73,29,6,60.43,113.96,0.21,4.6,0.09,634,No,0.84,No,2,Premium Low-Stock Products
P0247,Kitchenware,Mall,Standard,National,Spring,83,29,10,27.15,61.18,0.19,3.9,0.07,723,No,1.11,No,1,Low-Cost Moderate Demand Products
P0248,Kitchenware,Downtown,Standard,National,Summer,52,53,5,19.35,33.26,0.13,3.6,0.14,819,No,0.87,No,1,Low-Cost Moderate Demand Products
P0249,Electronics Accessories,Online,Online,National,Holiday,115,65,9,62.39,151.26,0.22,4.5,0.15,1768,Yes,1.13,No,0,High Demand / High Stock Products
P0250,Apparel,Downtown,Standard,Local,Winter,21,62,5,4.44,10.49,0.12,3.6,0.08,1787,Yes,0.92,Yes,1,Low-Cost Moderate Demand Products
P0251,Pet Supplies,Downtown,Flagship,National,Spring,47,49,5,67.69,105.84,0.0,3.8,0.09,1270,No,1.13,No,2,Premium Low-Stock Products
P0252,Office Supplies,Downtown,Standard,National,Fall,181,41,10,45.84,71.44,0.09,4.2,0.07,1525,No,1.06,No,0,High Demand / High Stock Products
P0253,Office Supplies,Mall,Standard,International,Holiday,141,42,18,28.05,50.49,0.35,4.4,0.12,1049,No,1.06,No,1,Low-Cost Moderate Demand Products
P0254,Apparel,Mall,Flagship,International,Holiday,165,44,18,29.37,54.12,0.0,4.0,0.13,1216,No,1.02,No,0,High Demand / High Stock Products
P0255,Electronics Accessories,Online,Online,National,Spring,54,52,9,29.68,59.22,0.32,3.7,0.04,1504,No,1.13,Yes,1,Low-Cost Moderate Demand Products
P0256,Home Goods,Online,Online,Local,Winter,26,54,4,64.76,153.67,0.16,4.7,0.08,1608,No,1.16,Yes,2,Premium Low-Stock Products
P0257,Pet Supplies,Online,Online,National,Fall,34,52,8,41.78,63.1,0.19,4.1,0.11,1725,Yes,1.0,Yes,0,High Demand / High Stock Products
P0258,Home Goods,Campus,Standard,National,Back-to-School,138,41,10,66.48,164.99,0.0,4.7,0.07,828,No,0.82,No,2,Premium Low-Stock Products
P0259,Apparel,Mall,Flagship,National,Back-to-School,147,60,10,27.72,66.01,0.0,3.9,0.15,1318,No,0.83,No,0,High Demand / High Stock Products
P0260,Electronics Accessories,Suburban,Flagship,National,Summer,117,31,8,50.61,81.02,0.0,4.2,0.02,654,Yes,0.99,No,2,Premium Low-Stock Products
P0261,Pet Supplies,Online,Online,National,Fall,51,48,4,54.99,99.51,0.34,3.8,0.08,1344,No,1.09,No,2,Premium Low-Stock Products
P0262,Home Goods,Online,Online,National,Holiday,27,48,5,54.55,119.07,0.31,4.4,0.12,1294,No,0.89,Yes,2,Premium Low-Stock Products
P0263,Apparel,Online,Online,National,Fall,0,40,4,44.49,73.94,0.17,2.8,0.09,1082,No,1.13,Yes,1,Low-Cost Moderate Demand Products
P0264,Home Goods,Online,Online,Local,Holiday,18,70,2,49.0,84.67,0.22,3.8,0.12,1947,Yes,1.15,Yes,0,High Demand / High Stock Products
P0265,Fitness,Downtown,Outlet,International,Holiday,112,49,15,15.15,21.81,0.21,3.7,0.07,645,No,0.94,Yes,1,Low-Cost Moderate Demand Products
P0266,Electronics Accessories,Downtown,Flagship,International,Fall,88,37,17,32.06,58.62,0.07,4.3,0.1,997,No,0.91,Yes,1,Low-Cost Moderate Demand Products
P0267,Electronics Accessories,Suburban,Standard,National,Winter,60,44,10,74.26,169.07,0.1,3.9,0.06,752,Yes,0.99,Yes,2,Premium Low-Stock Products
P0268,Electronics Accessories,Mall,Standard,National,Fall,65,39,9,45.96,78.77,0.0,4.5,0.04,658,No,1.02,No,2,Premium Low-Stock Products
P0269,Office Supplies,Mall,Standard,Local,Winter,70,30,2,59.58,154.32,0.35,3.8,0.08,179,No,1.2,No,2,Premium Low-Stock Products
P0270,Home Goods,Downtown,Standard,National,Winter,51,48,5,59.77,100.58,0.34,4.0,0.08,1540,No,1.11,No,2,Premium Low-Stock Products
P0271,Apparel,Downtown,Outlet,International,Back-to-School,309,68,16,42.43,97.55,0.0,3.8,0.2,1505,Yes,0.88,No,0,High Demand / High Stock Products
P0272,Kitchenware,Mall,Standard,International,Fall,106,38,17,74.98,108.2,0.2,4.1,0.08,913,No,0.9,No,2,Premium Low-Stock Products
P0273,Kitchenware,Downtown,Flagship,National,Fall,46,32,4,44.47,72.96,0.26,4.6,0.14,723,Yes,1.2,No,2,Premium Low-Stock Products
P0274,Fitness,Campus,Standard,International,Holiday,86,35,15,11.47,22.58,0.17,4.3,0.08,338,No,0.95,No,1,Low-Cost Moderate Demand Products
P0275,Kitchenware,Online,Online,Local,Spring,95,47,5,20.68,32.05,0.0,4.9,0.13,1852,No,1.1,No,1,Low-Cost Moderate Demand Products
P0276,Fitness,Campus,Standard,International,Holiday,201,55,15,39.49,97.84,0.24,3.7,0.07,1970,No,0.95,Yes,0,High Demand / High Stock Products
P0277,Electronics Accessories,Suburban,Flagship,International,Summer,98,28,16,74.57,142.26,0.1,4.5,0.13,1148,Yes,0.86,No,2,Premium Low-Stock Products
P0278,Electronics Accessories,Campus,Flagship,,Holiday,72,59,7,57.2,137.73,0.22,3.7,0.12,1801,No,1.13,Yes,0,High Demand / High Stock Products
P0279,Office Supplies,Online,Online,National,Winter,99,47,7,55.82,92.76,0.24,4.5,0.11,497,No,1.08,No,2,Premium Low-Stock Products
P0280,Home Goods,Online,Online,International,Back-to-School,173,57,15,52.09,108.99,0.0,4.1,0.07,757,No,1.04,No,0,High Demand / High Stock Products
P0281,Electronics Accessories,Campus,Flagship,Local,Holiday,0,58,4,65.34,129.88,0.19,4.2,0.06,2090,No,1.08,Yes,2,Premium Low-Stock Products
P0282,Kitchenware,Downtown,Flagship,Local,Fall,0,37,4,16.97,31.94,0.0,3.5,0.01,1180,No,0.99,Yes,1,Low-Cost Moderate Demand Products
P0283,Electronics Accessories,Campus,Standard,Local,Holiday,63,58,2,49.07,78.4,0.0,3.4,0.11,1540,No,0.86,No,0,High Demand / High Stock Products
P0284,Apparel,Mall,Flagship,Local,Spring,26,35,2,35.63,78.96,0.28,3.2,0.14,1218,No,1.2,No,1,Low-Cost Moderate Demand Products
P0285,Beauty,Campus,Standard,National,Fall,72,44,8,12.93,23.35,0.08,4.0,0.03,1259,Yes,0.9,No,1,Low-Cost Moderate Demand Products
P0286,Beauty,Downtown,Standard,Local,Back-to-School,112,47,3,29.41,65.05,0.0,4.5,0.07,905,Yes,1.01,No,1,Low-Cost Moderate Demand Products
P0287,Fitness,Suburban,Standard,National,Fall,69,27,6,11.45,24.0,0.31,4.1,0.12,1246,No,1.0,No,1,Low-Cost Moderate Demand Products
P0288,Fitness,Campus,Standard,Local,Back-to-School,150,38,5,68.73,118.43,0.1,4.1,0.12,873,No,1.06,No,2,Premium Low-Stock Products
P0289,Apparel,Online,Online,National,Holiday,129,68,5,25.22,52.55,0.0,3.7,0.17,2101,No,0.82,No,0,High Demand / High Stock Products
P0290,Kitchenware,Downtown,Standard,National,Holiday,68,53,9,22.28,41.0,0.05,3.6,0.1,1496,No,0.86,No,1,Low-Cost Moderate Demand Products
P0291,Pet Supplies,Online,Online,Local,Winter,31,50,2,34.81,76.05,0.16,3.4,0.02,1627,Yes,0.99,No,1,Low-Cost Moderate Demand Products
P0292,Kitchenware,Online,Online,Local,Holiday,126,86,3,75.84,151.57,0.0,3.8,0.04,2063,No,1.04,No,0,High Demand / High Stock Products
P0293,Office Supplies,Suburban,Flagship,National,Holiday,72,13,5,19.94,42.04,0.12,3.9,0.14,85,No,1.03,No,1,Low-Cost Moderate Demand Products
P0294,Beauty,Suburban,Standard,National,Holiday,83,74,9,8.99,21.4,0.0,3.0,0.11,1346,No,0.93,No,1,Low-Cost Moderate Demand Products
P0295,Beauty,Mall,Standard,International,Winter,235,58,17,37.73,73.77,0.0,4.2,0.06,1484,No,1.08,No,0,High Demand / High Stock Products
P0296,Pet Supplies,Mall,Standard,Local,Holiday,133,72,4,40.8,104.39,0.0,4.3,0.05,2647,Yes,1.1,Yes,0,High Demand / High Stock Products
P0297,Kitchenware,Online,Online,Local,Summer,82,53,4,13.61,20.82,0.11,4.4,0.09,1145,No,0.94,No,1,Low-Cost Moderate Demand Products
P0298,Apparel,Mall,Standard,Local,Back-to-School,46,60,5,57.61,100.25,0.14,3.9,0.17,1617,Yes,1.18,Yes,0,High Demand / High Stock Products
P0299,Office Supplies,Downtown,Standard,Local,Fall,62,36,2,11.03,15.12,0.24,4.2,0.17,398,No,1.09,No,1,Low-Cost Moderate Demand Products
P0300,Home Goods,Mall,Outlet,International,Fall,290,40,18,32.09,52.43,0.14,4.7,0.16,1143,Yes,1.0,Yes,0,High Demand / High Stock Products
P0301,Pet Supplies,Campus,Standard,International,Spring,97,26,15,19.79,34.45,0.31,5.0,0.12,40,No,0.99,Yes,1,Low-Cost Moderate Demand Products
P0302,Apparel,Downtown,Standard,National,Spring,0,45,9,27.1,49.9,0.0,3.2,0.15,1451,No,1.01,Yes,1,Low-Cost Moderate Demand Products
P0303,Beauty,Online,Online,Local,Spring,153,45,10,9.07,19.13,0.22,4.4,0.04,1560,No,1.05,Yes,1,Low-Cost Moderate Demand Products
P0304,Home Goods,Online,Online,Local,Summer,4,40,3,73.32,118.59,0.14,4.5,0.12,727,No,0.86,Yes,2,Premium Low-Stock Products
P0305,Pet Supplies,Online,Online,Local,Back-to-School,80,55,3,48.08,107.95,0.05,3.6,0.11,1957,No,0.91,No,0,High Demand / High Stock Products
P0306,Pet Supplies,Mall,Standard,National,Back-to-School,121,74,9,9.81,21.94,0.33,4.3,0.07,2670,No,1.06,Yes,0,High Demand / High Stock Products
P0307,Apparel,Online,Online,Local,Holiday,101,92,5,13.53,19.28,0.07,4.0,0.1,2955,No,1.14,No,0,High Demand / High Stock Products
P0308,Home Goods,Downtown,Standard,National,Holiday,26,56,9,72.49,106.35,0.0,3.9,0.13,847,No,0.88,No,2,Premium Low-Stock Products
P0309,Fitness,Downtown,Standard,Local,Summer,56,40,5,72.53,131.57,0.0,4.1,0.13,741,No,1.2,No,2,Premium Low-Stock Products
P0310,Home Goods,Suburban,Flagship,International,Spring,207,40,16,61.93,126.58,0.0,4.2,0.07,1237,No,0.94,No,0,High Demand / High Stock Products
P0311,Home Goods,Online,Online,Local,Spring,100,47,2,55.61,81.34,0.35,4.4,0.11,1070,No,1.06,No,2,Premium Low-Stock Products
P0312,Apparel,Campus,Standard,National,Holiday,87,79,11,59.12,91.38,0.26,4.6,0.11,2396,No,1.01,Yes,0,High Demand / High Stock Products
P0313,Home Goods,Online,Online,Local,Summer,100,29,4,14.23,19.95,0.0,3.5,0.01,1056,No,0.86,No,1,Low-Cost Moderate Demand Products
P0314,Kitchenware,Downtown,Standard,National,Summer,104,48,5,45.54,114.55,0.06,4.7,0.11,1045,No,1.0,No,2,Premium Low-Stock Products
P0315,Home Goods,Online,Online,National,Spring,48,37,5,12.31,24.61,0.25,3.5,,758,No,1.21,No,1,Low-Cost Moderate Demand Products
P0316,Electronics Accessories,Downtown,Flagship,International,Fall,0,34,15,71.74,115.02,0.08,3.9,0.06,936,No,1.08,Yes,2,Premium Low-Stock Products
P0317,Home Goods,Suburban,Flagship,Local,Winter,13,43,2,72.51,111.32,0.26,4.4,0.08,1233,No,1.09,Yes,2,Premium Low-Stock Products
P0318,Electronics Accessories,Mall,Standard,National,Winter,132,58,10,67.87,123.01,0.0,3.4,0.12,1770,No,0.86,No,0,High Demand / High Stock Products
P0319,Apparel,Online,Online,National,Summer,35,69,4,26.94,59.54,0.18,4.1,0.16,1786,No,0.83,No,0,High Demand / High Stock Products
P0320,Home Goods,Campus,Standard,National,Holiday,66,21,5,62.45,105.93,0.22,3.9,0.04,398,Yes,1.09,No,2,Premium Low-Stock Products
P0321,Pet Supplies,Downtown,Standard,National,Holiday,108,54,6,49.69,82.84,0.0,4.0,0.15,1153,No,0.83,No,0,High Demand / High Stock Products
P0322,Pet Supplies,Online,Online,Local,Holiday,229,71,6,5.51,12.76,0.08,3.9,0.14,1318,No,1.08,No,0,High Demand / High Stock Products
P0323,Apparel,Downtown,Standard,International,Winter,235,70,11,74.8,113.88,0.0,4.6,0.17,1635,No,0.91,No,0,High Demand / High Stock Products
P0324,Office Supplies,Suburban,Standard,National,Winter,87,31,4,28.05,47.29,0.25,4.8,0.15,531,No,1.15,No,1,Low-Cost Moderate Demand Products
P0325,Pet Supplies,Online,Online,International,Back-to-School,321,59,14,46.01,72.39,0.34,4.1,0.06,1503,No,0.98,No,0,High Demand / High Stock Products
P0326,Pet Supplies,Suburban,Standard,International,Holiday,41,48,12,62.27,103.84,0.06,3.3,0.12,668,No,1.16,Yes,2,Premium Low-Stock Products
P0327,Pet Supplies,Online,Online,National,Fall,65,22,5,60.07,103.16,0.0,3.6,0.04,161,No,0.95,No,2,Premium Low-Stock Products
P0328,Office Supplies,Online,Online,National,Holiday,167,55,6,28.27,49.34,0.0,3.3,0.05,743,No,0.99,No,1,Low-Cost Moderate Demand Products
P0329,Pet Supplies,Suburban,Outlet,International,Back-to-School,126,25,12,78.03,115.32,0.0,3.6,0.1,78,No,0.87,No,2,Premium Low-Stock Products
P0330,Beauty,Online,Online,Local,Back-to-School,61,58,5,63.44,98.59,0.0,4.8,0.11,1057,No,1.09,No,2,Premium Low-Stock Products
P0331,Home Goods,Suburban,Standard,International,Fall,78,23,13,4.78,6.82,0.15,3.7,0.02,697,No,0.84,No,1,Low-Cost Moderate Demand Products
P0332,Office Supplies,Campus,Outlet,National,Back-to-School,132,40,9,51.09,80.07,0.17,4.1,0.13,833,No,1.02,No,2,Premium Low-Stock Products
P0333,Home Goods,Mall,Flagship,Local,Spring,214,52,7,67.45,142.51,0.0,4.4,0.04,965,No,0.95,No,2,Premium Low-Stock Products
P0334,Pet Supplies,Online,Online,National,Spring,43,41,8,6.73,10.29,0.26,4.3,0.17,969,Yes,1.1,Yes,1,Low-Cost Moderate Demand Products
P0335,Pet Supplies,Downtown,Flagship,International,Summer,273,51,18,24.73,58.83,0.23,4.5,0.07,1657,No,1.09,Yes,0,High Demand / High Stock Products
P0336,Kitchenware,Suburban,Standard,International,Holiday,135,42,16,67.13,132.68,0.19,4.2,0.08,1209,No,1.2,No,2,Premium Low-Stock Products
P0337,Office Supplies,Mall,Standard,Local,Back-to-School,29,38,4,9.38,23.58,0.16,4.5,0.17,831,No,1.13,No,1,Low-Cost Moderate Demand Products
P0338,Apparel,Mall,Standard,International,Fall,220,66,15,54.58,123.44,0.2,3.8,0.15,1475,No,1.12,No,0,High Demand / High Stock Products
P0339,Electronics Accessories,Downtown,Standard,National,Summer,94,47,6,41.64,80.53,0.0,3.1,0.11,1339,No,1.16,No,0,High Demand / High Stock Products
P0340,Apparel,Downtown,Flagship,National,Spring,163,50,6,23.26,35.47,0.07,3.5,0.16,1296,Yes,0.98,No,1,Low-Cost Moderate Demand Products
P0341,Fitness,Mall,Standard,National,Summer,93,59,7,18.23,26.75,0.27,4.1,0.07,1181,No,1.01,No,1,Low-Cost Moderate Demand Products
P0342,Fitness,Mall,Standard,International,Fall,0,6,14,34.02,53.32,0.0,3.4,0.09,224,No,0.9,Yes,1,Low-Cost Moderate Demand Products
P0343,Fitness,Online,Online,Local,Fall,49,20,4,5.66,8.22,0.1,4.5,0.07,656,No,1.15,No,1,Low-Cost Moderate Demand Products
P0344,Kitchenware,Campus,Outlet,National,Winter,50,30,6,41.05,72.0,0.23,3.9,0.05,489,No,1.03,No,2,Premium Low-Stock Products
P0345,Pet Supplies,Suburban,Standard,National,Holiday,61,39,10,5.58,8.67,0.11,4.0,0.11,541,No,1.08,No,1,Low-Cost Moderate Demand Products
P0346,Office Supplies,Online,Online,National,Back-to-School,17,52,9,68.18,131.14,0.13,3.2,0.07,1357,Yes,0.86,Yes,2,Premium Low-Stock Products
P0347,Home Goods,Downtown,Flagship,International,Fall,278,47,19,71.98,97.51,0.07,3.8,0.07,926,No,0.84,No,0,High Demand / High Stock Products
P0348,Kitchenware,Mall,Standard,National,Holiday,0,44,5,67.96,95.86,0.08,,0.1,229,No,0.86,No,2,Premium Low-Stock Products
P0349,Apparel,Suburban,Standard,National,Back-to-School,171,71,9,29.43,42.1,0.3,3.3,0.15,2093,No,0.85,No,0,High Demand / High Stock Products
